transaction_id,date,type,category,description,amount,payment_method,need_or_want,merchant,month,year,day_name
263,2020-11-29,Expense,Bills,Question now key show.,1001.77,Unknown,Need,Unknown,November,2020,Sunday
264,2020-12-01,Expense,Travel,Month whom stage soon.,836.83,Unknown,Need,Unknown,December,2020,Tuesday
265,2020-12-05,Expense,Others,Appear lose he.,495.02,Unknown,Other,Unknown,December,2020,Saturday
266,2020-12-05,Expense,Shopping,Surface expect several evening town.,389.31,Unknown,Want,Unknown,December,2020,Saturday
267,2020-12-06,Expense,Bills,Begin treat stage this.,1729.41,Unknown,Need,Unknown,December,2020,Sunday
269,2020-12-10,Expense,Shopping,Apply maybe dog yes.,686.35,Unknown,Want,Unknown,December,2020,Thursday
268,2020-12-10,Expense,Travel,Agreement us stuff.,1642.89,Unknown,Need,Unknown,December,2020,Thursday
270,2020-12-11,Expense,Travel,Case expert stop.,1676.58,Unknown,Need,Unknown,December,2020,Friday
271,2020-12-12,Expense,Others,Large accept bad eight.,1731.87,Unknown,Other,Unknown,December,2020,Saturday
272,2020-12-13,Expense,Others,Vote participant institution simply down.,696.8,Unknown,Other,Unknown,December,2020,Sunday
273,2020-12-14,Expense,Shopping,Draw police.,916.14,Unknown,Want,Unknown,December,2020,Monday
274,2020-12-14,Expense,Entertainment,Book toward.,1961.74,Unknown,Want,Unknown,December,2020,Monday
275,2020-12-16,Expense,Shopping,Place offer.,474.79,Unknown,Want,Unknown,December,2020,Wednesday
276,2020-12-16,Expense,Food,Investment pass drive.,643.17,Unknown,Need,Unknown,December,2020,Wednesday
277,2020-12-16,Expense,Shopping,Professor beat window.,778.3,Unknown,Want,Unknown,December,2020,Wednesday
279,2020-12-18,Expense,Bills,Name skill medical after them.,995.7,Unknown,Need,Unknown,December,2020,Friday
278,2020-12-18,Income,Income,Wonder effect administration small.,1322.0,Unknown,Income,Unknown,December,2020,Friday
281,2020-12-20,Expense,Others,Run pick sign.,208.43,Unknown,Other,Unknown,December,2020,Sunday
280,2020-12-20,Expense,Food,And national spend.,1447.66,Unknown,Need,Unknown,December,2020,Sunday
282,2020-12-22,Expense,Bills,Wonder long consider care.,158.91,Unknown,Need,Unknown,December,2020,Tuesday
283,2020-12-23,Expense,Travel,Fall analysis.,683.74,Unknown,Need,Unknown,December,2020,Wednesday
284,2020-12-23,Expense,Bills,Firm financial.,1705.01,Unknown,Need,Unknown,December,2020,Wednesday
285,2020-12-24,Expense,Shopping,List already positive experience television.,1908.74,Unknown,Want,Unknown,December,2020,Thursday
286,2020-12-25,Expense,Others,Event son join hundred.,1746.04,Unknown,Other,Unknown,December,2020,Friday
287,2020-12-26,Income,Investment,Fund cost reality happen.,2423.0,Unknown,Income,Unknown,December,2020,Saturday
288,2020-12-28,Expense,Travel,Song risk bad.,1994.88,Unknown,Need,Unknown,December,2020,Monday
289,2020-12-30,Expense,Shopping,Family bill foreign fast knowledge.,1956.89,Unknown,Want,Unknown,December,2020,Wednesday
290,2020-12-31,Expense,Bills,Ready goal amount.,892.92,Unknown,Need,Unknown,December,2020,Thursday
291,2021-01-01,Expense,Food,Your ever woman way avoid.,101.52,Unknown,Need,Unknown,January,2021,Friday
293,2021-01-06,Expense,Travel,Message seek civil all.,723.34,Unknown,Need,Unknown,January,2021,Wednesday
292,2021-01-06,Expense,Entertainment,Call door.,1067.02,Unknown,Want,Unknown,January,2021,Wednesday
294,2021-01-08,Expense,Bills,Him note painting quickly.,348.27,Unknown,Need,Unknown,January,2021,Friday
295,2021-01-10,Income,Income,Know baby case happen.,2472.0,Unknown,Income,Unknown,January,2021,Sunday
296,2021-01-10,Expense,Bills,Economic box save.,472.06,Unknown,Need,Unknown,January,2021,Sunday
297,2021-01-11,Expense,Others,Hit no energy employee land.,518.1,Unknown,Other,Unknown,January,2021,Monday
298,2021-01-12,Income,Income,Customer career available common.,2856.0,Unknown,Income,Unknown,January,2021,Tuesday
299,2021-01-13,Expense,Bills,Specific whose.,156.99,Unknown,Need,Unknown,January,2021,Wednesday
300,2021-01-13,Expense,Travel,Remember nearly face feel.,1281.49,Unknown,Need,Unknown,January,2021,Wednesday
301,2021-01-14,Expense,Travel,Soldier meeting building.,919.1,Unknown,Need,Unknown,January,2021,Thursday
302,2021-01-14,Expense,Shopping,Door management guess.,1708.14,Unknown,Want,Unknown,January,2021,Thursday
304,2021-01-15,Income,Income,Level work candidate this.,3440.0,Unknown,Income,Unknown,January,2021,Friday
303,2021-01-15,Expense,Travel,Huge response long.,53.66,Unknown,Need,Unknown,January,2021,Friday
305,2021-01-17,Expense,Shopping,Statement available win politics.,556.22,Unknown,Want,Unknown,January,2021,Sunday
306,2021-01-17,Expense,Food,Quite general there sister.,1822.13,Unknown,Need,Unknown,January,2021,Sunday
307,2021-01-19,Expense,Travel,Item treat area.,1553.72,Unknown,Need,Unknown,January,2021,Tuesday
308,2021-01-20,Expense,Health,Check clearly follow remember generation.,445.82,Unknown,Need,Unknown,January,2021,Wednesday
309,2021-01-24,Income,Income,Suffer economy play.,1620.0,Unknown,Income,Unknown,January,2021,Sunday
310,2021-01-26,Expense,Food,By field move.,624.78,Unknown,Need,Unknown,January,2021,Tuesday
311,2021-01-27,Expense,Health,Option oil commercial.,1467.4,Unknown,Need,Unknown,January,2021,Wednesday
312,2021-01-27,Income,Income,American tell ball we side.,3176.0,Unknown,Income,Unknown,January,2021,Wednesday
313,2021-01-27,Expense,Bills,Short indicate police.,409.58,Unknown,Need,Unknown,January,2021,Wednesday
314,2021-01-27,Expense,Health,Nation politics few each southern.,1066.4,Unknown,Need,Unknown,January,2021,Wednesday
315,2021-01-29,Expense,Bills,Law read citizen.,521.37,Unknown,Need,Unknown,January,2021,Friday
316,2021-02-02,Expense,Others,Less future century technology.,1935.09,Unknown,Other,Unknown,February,2021,Tuesday
317,2021-02-05,Expense,Health,Wish candidate have no.,1610.42,Unknown,Need,Unknown,February,2021,Friday
318,2021-02-05,Expense,Bills,Letter environment easy.,290.11,Unknown,Need,Unknown,February,2021,Friday
319,2021-02-08,Expense,Shopping,Face his.,1934.87,Unknown,Want,Unknown,February,2021,Monday
320,2021-02-08,Expense,Health,While total spend.,189.7,Unknown,Need,Unknown,February,2021,Monday
321,2021-02-09,Expense,Travel,Couple city you level.,1077.78,Unknown,Need,Unknown,February,2021,Tuesday
322,2021-02-09,Expense,Travel,Age war measure whom.,1173.27,Unknown,Need,Unknown,February,2021,Tuesday
323,2021-02-11,Expense,Health,Good anything manager think pressure.,225.61,Unknown,Need,Unknown,February,2021,Thursday
324,2021-02-11,Expense,Food,Mr suggest issue.,1242.9,Unknown,Need,Unknown,February,2021,Thursday
325,2021-02-13,Expense,Health,Shake hand hundred now.,1831.36,Unknown,Need,Unknown,February,2021,Saturday
326,2021-02-16,Expense,Bills,Network available mean share.,1274.45,Unknown,Need,Unknown,February,2021,Tuesday
327,2021-02-18,Expense,Travel,Quite budget window hour some.,1301.99,Unknown,Need,Unknown,February,2021,Thursday
328,2021-02-19,Income,Investment,Voice sense current meeting matter.,804.0,Unknown,Income,Unknown,February,2021,Friday
329,2021-02-20,Expense,Others,Case four.,241.08,Unknown,Other,Unknown,February,2021,Saturday
330,2021-02-21,Expense,Bills,Lead paper middle foreign party.,783.41,Unknown,Need,Unknown,February,2021,Sunday
331,2021-02-23,Expense,Shopping,Wrong school federal from.,1178.81,Unknown,Want,Unknown,February,2021,Tuesday
332,2021-02-24,Expense,Shopping,Majority none little admit former.,1313.29,Unknown,Want,Unknown,February,2021,Wednesday
333,2021-02-27,Expense,Shopping,On someone rise read.,1878.72,Unknown,Want,Unknown,February,2021,Saturday
334,2021-02-28,Expense,Health,Listen whose situation simply officer.,442.37,Unknown,Need,Unknown,February,2021,Sunday
336,2021-03-02,Expense,Health,Kid industry.,130.49,Unknown,Need,Unknown,March,2021,Tuesday
337,2021-03-02,Expense,Entertainment,Lose modern return simple herself.,1712.35,Unknown,Want,Unknown,March,2021,Tuesday
335,2021-03-02,Income,Income,Occur red.,4960.0,Unknown,Income,Unknown,March,2021,Tuesday
338,2021-03-04,Expense,Bills,Improve simple turn.,1898.53,Unknown,Need,Unknown,March,2021,Thursday
339,2021-03-05,Expense,Bills,Million night your.,1328.91,Unknown,Need,Unknown,March,2021,Friday
340,2021-03-05,Expense,Food,Heavy what least mouth national.,110.65,Unknown,Need,Unknown,March,2021,Friday
341,2021-03-07,Expense,Bills,Machine whatever everything fear walk.,1576.09,Unknown,Need,Unknown,March,2021,Sunday
342,2021-03-07,Expense,Entertainment,Relate real major.,1176.9,Unknown,Want,Unknown,March,2021,Sunday
343,2021-03-08,Expense,Entertainment,Night various return explain.,663.83,Unknown,Want,Unknown,March,2021,Monday
344,2021-03-09,Income,Investment,Here woman stand west source.,2771.0,Unknown,Income,Unknown,March,2021,Tuesday
345,2021-03-09,Expense,Bills,Explain research.,1975.18,Unknown,Need,Unknown,March,2021,Tuesday
346,2021-03-10,Expense,Bills,Pretty section degree still.,228.75,Unknown,Need,Unknown,March,2021,Wednesday
347,2021-03-12,Expense,Bills,Receive case past only drug.,39.57,Unknown,Need,Unknown,March,2021,Friday
349,2021-03-15,Expense,Entertainment,Point appear including.,1181.82,Unknown,Want,Unknown,March,2021,Monday
348,2021-03-15,Income,Income,Race case.,929.0,Unknown,Income,Unknown,March,2021,Monday
350,2021-03-16,Income,Income,Imagine various there.,4809.0,Unknown,Income,Unknown,March,2021,Tuesday
351,2021-03-16,Income,Investment,Sense expert experience.,4401.0,Unknown,Income,Unknown,March,2021,Tuesday
352,2021-03-17,Expense,Health,Present discussion.,1031.34,Unknown,Need,Unknown,March,2021,Wednesday
353,2021-03-17,Income,Investment,Individual study value.,855.0,Unknown,Income,Unknown,March,2021,Wednesday
354,2021-03-18,Expense,Travel,Small control see the.,921.5,Unknown,Need,Unknown,March,2021,Thursday
355,2021-03-19,Expense,Food,Across nothing.,1997.19,Unknown,Need,Unknown,March,2021,Friday
356,2021-03-20,Expense,Shopping,Expect writer myself management.,1375.33,Unknown,Want,Unknown,March,2021,Saturday
357,2021-03-21,Expense,Others,Life cover both class.,156.25,Unknown,Other,Unknown,March,2021,Sunday
360,2021-03-22,Income,Investment,Responsibility add front.,1038.0,Unknown,Income,Unknown,March,2021,Monday
359,2021-03-22,Income,Income,Purpose cover particularly police if.,3620.0,Unknown,Income,Unknown,March,2021,Monday
358,2021-03-22,Expense,Travel,Foreign husband believe word local.,912.89,Unknown,Need,Unknown,March,2021,Monday
361,2021-03-23,Expense,Bills,End dog.,1588.26,Unknown,Need,Unknown,March,2021,Tuesday
362,2021-03-23,Income,Investment,Few reveal activity president.,4023.0,Unknown,Income,Unknown,March,2021,Tuesday
363,2021-03-24,Expense,Entertainment,Property let.,833.49,Unknown,Want,Unknown,March,2021,Wednesday
364,2021-03-25,Expense,Shopping,Rather type thousand show.,837.82,Unknown,Want,Unknown,March,2021,Thursday
365,2021-03-26,Income,Income,Happen determine whatever.,3060.0,Unknown,Income,Unknown,March,2021,Friday
366,2021-03-27,Expense,Health,Lawyer writer health.,1907.65,Unknown,Need,Unknown,March,2021,Saturday
367,2021-03-28,Expense,Others,Serious soon stay seven.,143.6,Unknown,Other,Unknown,March,2021,Sunday
368,2021-03-29,Expense,Bills,Land region back nor article.,869.43,Unknown,Need,Unknown,March,2021,Monday
369,2021-03-30,Expense,Health,Dark mr clearly take.,1625.42,Unknown,Need,Unknown,March,2021,Tuesday
370,2021-04-01,Expense,Health,Quite response.,1343.33,Unknown,Need,Unknown,April,2021,Thursday
371,2021-04-02,Expense,Shopping,Together knowledge.,1737.5,Unknown,Want,Unknown,April,2021,Friday
373,2021-04-03,Expense,Travel,Car indeed nor next.,1204.82,Unknown,Need,Unknown,April,2021,Saturday
372,2021-04-03,Expense,Entertainment,How staff.,317.91,Unknown,Want,Unknown,April,2021,Saturday
374,2021-04-03,Expense,Bills,Authority interest red must art.,706.73,Unknown,Need,Unknown,April,2021,Saturday
376,2021-04-08,Expense,Bills,All important shoulder she.,1527.59,Unknown,Need,Unknown,April,2021,Thursday
375,2021-04-08,Expense,Shopping,Year him thank trade.,1691.86,Unknown,Want,Unknown,April,2021,Thursday
377,2021-04-09,Expense,Food,Radio product.,1221.9,Unknown,Need,Unknown,April,2021,Friday
378,2021-04-11,Expense,Travel,President girl condition.,67.62,Unknown,Need,Unknown,April,2021,Sunday
379,2021-04-11,Expense,Travel,More road development about.,1843.86,Unknown,Need,Unknown,April,2021,Sunday
380,2021-04-12,Expense,Bills,Leg rest interest.,1741.03,Unknown,Need,Unknown,April,2021,Monday
381,2021-04-13,Expense,Shopping,Easy get every.,148.47,Unknown,Want,Unknown,April,2021,Tuesday
382,2021-04-18,Expense,Food,Special information.,192.6,Unknown,Need,Unknown,April,2021,Sunday
383,2021-04-19,Expense,Shopping,Deal beyond almost.,845.47,Unknown,Want,Unknown,April,2021,Monday
384,2021-04-19,Expense,Health,Scientist i doctor.,630.16,Unknown,Need,Unknown,April,2021,Monday
385,2021-04-19,Expense,Bills,Cell year.,1767.85,Unknown,Need,Unknown,April,2021,Monday
386,2021-04-19,Income,Investment,Five our pull fly few.,1168.0,Unknown,Income,Unknown,April,2021,Monday
387,2021-04-21,Expense,Shopping,Determine feel article we they.,976.47,Unknown,Want,Unknown,April,2021,Wednesday
388,2021-04-23,Expense,Travel,Quickly new another general poor.,438.98,Unknown,Need,Unknown,April,2021,Friday
389,2021-04-23,Expense,Health,Five indicate chance heavy senior.,865.53,Unknown,Need,Unknown,April,2021,Friday
390,2021-04-24,Expense,Others,Support feeling remain.,1058.6,Unknown,Other,Unknown,April,2021,Saturday
391,2021-04-27,Expense,Entertainment,None whose.,796.57,Unknown,Want,Unknown,April,2021,Tuesday
392,2021-04-27,Expense,Food,Care drug data position two.,416.8,Unknown,Need,Unknown,April,2021,Tuesday
393,2021-04-27,Expense,Bills,Movie stop.,1530.68,Unknown,Need,Unknown,April,2021,Tuesday
394,2021-04-30,Expense,Bills,Help painting always.,25.38,Unknown,Need,Unknown,April,2021,Friday
395,2021-05-02,Expense,Bills,Source onto provide.,267.08,Unknown,Need,Unknown,May,2021,Sunday
396,2021-05-04,Expense,Entertainment,Decade trade field training.,1005.52,Unknown,Want,Unknown,May,2021,Tuesday
397,2021-05-04,Expense,Health,While bring yourself.,153.43,Unknown,Need,Unknown,May,2021,Tuesday
398,2021-05-06,Expense,Food,Receive region however.,878.08,Unknown,Need,Unknown,May,2021,Thursday
401,2021-05-07,Expense,Shopping,Third letter sort reveal seven.,1421.9,Unknown,Want,Unknown,May,2021,Friday
399,2021-05-07,Expense,Bills,Have including none.,816.01,Unknown,Need,Unknown,May,2021,Friday
400,2021-05-07,Expense,Bills,Focus executive letter possible final.,1725.6,Unknown,Need,Unknown,May,2021,Friday
402,2021-05-10,Expense,Bills,Administration network once.,1604.63,Unknown,Need,Unknown,May,2021,Monday
403,2021-05-11,Expense,Health,Charge form here.,185.38,Unknown,Need,Unknown,May,2021,Tuesday
404,2021-05-11,Expense,Entertainment,Nearly want front shake.,877.0,Unknown,Want,Unknown,May,2021,Tuesday
405,2021-05-12,Expense,Bills,Leave run goal cause.,797.58,Unknown,Need,Unknown,May,2021,Wednesday
406,2021-05-14,Expense,Health,Contain threat wrong whatever.,450.93,Unknown,Need,Unknown,May,2021,Friday
407,2021-05-14,Expense,Bills,Stuff avoid.,1025.86,Unknown,Need,Unknown,May,2021,Friday
408,2021-05-15,Income,Investment,Include successful.,3362.0,Unknown,Income,Unknown,May,2021,Saturday
409,2021-05-17,Expense,Bills,Religious across.,480.18,Unknown,Need,Unknown,May,2021,Monday
410,2021-05-19,Income,Investment,Health pay project pattern.,1921.0,Unknown,Income,Unknown,May,2021,Wednesday
411,2021-05-22,Expense,Bills,Administration mother in admit.,362.52,Unknown,Need,Unknown,May,2021,Saturday
412,2021-05-23,Expense,Others,Within admit spend purpose south.,933.27,Unknown,Other,Unknown,May,2021,Sunday
413,2021-05-24,Expense,Others,Truth modern.,1365.46,Unknown,Other,Unknown,May,2021,Monday
414,2021-05-24,Expense,Health,People education great.,1729.85,Unknown,Need,Unknown,May,2021,Monday
415,2021-05-24,Expense,Bills,Health image.,885.13,Unknown,Need,Unknown,May,2021,Monday
416,2021-05-25,Expense,Travel,Wrong difficult range.,1594.7,Unknown,Need,Unknown,May,2021,Tuesday
417,2021-05-25,Expense,Health,Behavior here.,1019.6,Unknown,Need,Unknown,May,2021,Tuesday
418,2021-05-27,Expense,Others,Argue act commercial matter.,84.84,Unknown,Other,Unknown,May,2021,Thursday
419,2021-05-27,Expense,Travel,Not teach believe month.,162.69,Unknown,Need,Unknown,May,2021,Thursday
420,2021-05-29,Expense,Bills,Deep test thought.,1233.87,Unknown,Need,Unknown,May,2021,Saturday
421,2021-05-30,Expense,Others,Another avoid understand.,1164.86,Unknown,Other,Unknown,May,2021,Sunday
423,2021-05-31,Expense,Food,Probably conference sure administration debate.,904.97,Unknown,Need,Unknown,May,2021,Monday
422,2021-05-31,Expense,Entertainment,Up federal nor note.,649.84,Unknown,Want,Unknown,May,2021,Monday
424,2021-06-02,Expense,Bills,Forward sense cause write right.,1915.87,Unknown,Need,Unknown,June,2021,Wednesday
425,2021-06-02,Expense,Health,Approach join stuff future.,1964.95,Unknown,Need,Unknown,June,2021,Wednesday
426,2021-06-03,Income,Investment,Ahead event yeah make.,820.0,Unknown,Income,Unknown,June,2021,Thursday
427,2021-06-06,Expense,Others,Wait it quickly produce beat.,1982.06,Unknown,Other,Unknown,June,2021,Sunday
428,2021-06-06,Expense,Bills,Require bank child.,734.16,Unknown,Need,Unknown,June,2021,Sunday
429,2021-06-06,Expense,Shopping,First blood accept final.,823.45,Unknown,Want,Unknown,June,2021,Sunday
430,2021-06-09,Expense,Food,Bill beautiful issue.,1580.56,Unknown,Need,Unknown,June,2021,Wednesday
431,2021-06-11,Expense,Bills,Mention billion bed never others.,666.08,Unknown,Need,Unknown,June,2021,Friday
432,2021-06-11,Expense,Shopping,Activity including single right.,575.45,Unknown,Want,Unknown,June,2021,Friday
433,2021-06-14,Expense,Bills,Occur college herself.,673.39,Unknown,Need,Unknown,June,2021,Monday
434,2021-06-15,Expense,Bills,Feeling manage as.,1834.33,Unknown,Need,Unknown,June,2021,Tuesday
435,2021-06-16,Expense,Shopping,Inside machine baby.,266.61,Unknown,Want,Unknown,June,2021,Wednesday
436,2021-06-20,Expense,Bills,Result many pattern.,626.07,Unknown,Need,Unknown,June,2021,Sunday
437,2021-06-20,Expense,Health,Career according.,1628.24,Unknown,Need,Unknown,June,2021,Sunday
438,2021-06-22,Expense,Bills,Success here television key.,1295.59,Unknown,Need,Unknown,June,2021,Tuesday
439,2021-06-23,Expense,Health,Carry fly water cut fire.,46.28,Unknown,Need,Unknown,June,2021,Wednesday
440,2021-06-24,Expense,Entertainment,Fact reason make office.,690.05,Unknown,Want,Unknown,June,2021,Thursday
441,2021-06-26,Expense,Entertainment,Heavy staff hotel box.,460.82,Unknown,Want,Unknown,June,2021,Saturday
442,2021-06-27,Income,Investment,Or nation race.,2923.0,Unknown,Income,Unknown,June,2021,Sunday
445,2021-06-28,Expense,Bills,Well left.,1020.3,Unknown,Need,Unknown,June,2021,Monday
446,2021-06-28,Expense,Food,Something story attorney summer.,1327.24,Unknown,Need,Unknown,June,2021,Monday
443,2021-06-28,Expense,Bills,Cause field education child.,1198.52,Unknown,Need,Unknown,June,2021,Monday
444,2021-06-28,Income,Investment,Available wrong look husband.,1856.0,Unknown,Income,Unknown,June,2021,Monday
447,2021-06-29,Expense,Food,Myself so growth time.,827.61,Unknown,Need,Unknown,June,2021,Tuesday
448,2021-07-04,Expense,Entertainment,Point be shoulder price great.,1939.48,Unknown,Want,Unknown,July,2021,Sunday
449,2021-07-04,Expense,Others,Worker quality hundred sell whole.,475.67,Unknown,Other,Unknown,July,2021,Sunday
450,2021-07-04,Expense,Others,Action else.,1808.91,Unknown,Other,Unknown,July,2021,Sunday
451,2021-07-06,Income,Income,Newspaper reach determine hear leg.,4282.0,Unknown,Income,Unknown,July,2021,Tuesday
452,2021-07-07,Expense,Shopping,General agency bit.,1010.78,Unknown,Want,Unknown,July,2021,Wednesday
453,2021-07-09,Expense,Bills,Break wait.,1635.61,Unknown,Need,Unknown,July,2021,Friday
454,2021-07-09,Expense,Bills,Find lay deal lot.,1747.27,Unknown,Need,Unknown,July,2021,Friday
456,2021-07-10,Income,Income,Just recent.,3540.0,Unknown,Income,Unknown,July,2021,Saturday
455,2021-07-10,Expense,Bills,Feel special.,1425.69,Unknown,Need,Unknown,July,2021,Saturday
457,2021-07-11,Expense,Bills,Support possible.,577.28,Unknown,Need,Unknown,July,2021,Sunday
458,2021-07-11,Expense,Travel,Might necessary former.,904.15,Unknown,Need,Unknown,July,2021,Sunday
459,2021-07-11,Expense,Shopping,Discussion if continue policy.,192.51,Unknown,Want,Unknown,July,2021,Sunday
460,2021-07-12,Expense,Others,Ahead pass culture or.,1770.41,Unknown,Other,Unknown,July,2021,Monday
461,2021-07-13,Expense,Shopping,Relate day.,115.98,Unknown,Want,Unknown,July,2021,Tuesday
462,2021-07-14,Expense,Entertainment,Big the cost for leader.,778.47,Unknown,Want,Unknown,July,2021,Wednesday
463,2021-07-15,Income,Investment,Month police others particularly.,730.0,Unknown,Income,Unknown,July,2021,Thursday
464,2021-07-19,Expense,Bills,Girl suddenly.,1679.96,Unknown,Need,Unknown,July,2021,Monday
465,2021-07-19,Expense,Bills,Try opportunity public.,283.82,Unknown,Need,Unknown,July,2021,Monday
467,2021-07-23,Expense,Others,Draw bring health.,1395.18,Unknown,Other,Unknown,July,2021,Friday
466,2021-07-23,Income,Income,Home others offer institution main.,4174.0,Unknown,Income,Unknown,July,2021,Friday
468,2021-07-24,Expense,Bills,Never majority cell.,47.82,Unknown,Need,Unknown,July,2021,Saturday
469,2021-07-28,Expense,Bills,People tend weight machine.,1102.12,Unknown,Need,Unknown,July,2021,Wednesday
470,2021-07-29,Expense,Shopping,White measure manager range.,231.26,Unknown,Want,Unknown,July,2021,Thursday
471,2021-08-02,Expense,Travel,Major bar air set.,252.48,Unknown,Need,Unknown,August,2021,Monday
472,2021-08-06,Expense,Others,Ever mrs.,134.99,Unknown,Other,Unknown,August,2021,Friday
473,2021-08-07,Expense,Others,Not significant manager member.,1197.51,Unknown,Other,Unknown,August,2021,Saturday
474,2021-08-07,Income,Investment,Environmental myself.,1676.0,Unknown,Income,Unknown,August,2021,Saturday
475,2021-08-08,Expense,Food,State among rest national wrong.,1233.47,Unknown,Need,Unknown,August,2021,Sunday
476,2021-08-09,Expense,Shopping,Fear yourself last.,382.75,Unknown,Want,Unknown,August,2021,Monday
477,2021-08-11,Expense,Health,Keep yes.,144.68,Unknown,Need,Unknown,August,2021,Wednesday
478,2021-08-13,Expense,Food,Specific onto go.,787.0,Unknown,Need,Unknown,August,2021,Friday
479,2021-08-13,Expense,Shopping,Pattern size spend.,1962.27,Unknown,Want,Unknown,August,2021,Friday
480,2021-08-15,Expense,Food,Go exactly much food region.,720.62,Unknown,Need,Unknown,August,2021,Sunday
481,2021-08-16,Income,Investment,Environment teach world quickly believe.,1349.0,Unknown,Income,Unknown,August,2021,Monday
482,2021-08-18,Expense,Health,Yeah term.,275.49,Unknown,Need,Unknown,August,2021,Wednesday
483,2021-08-20,Expense,Health,Economic represent stock.,1628.88,Unknown,Need,Unknown,August,2021,Friday
484,2021-08-21,Income,Income,Central plan physical heart.,4420.0,Unknown,Income,Unknown,August,2021,Saturday
485,2021-08-21,Expense,Bills,Idea seek.,135.57,Unknown,Need,Unknown,August,2021,Saturday
486,2021-08-22,Expense,Others,Wear force able similar.,83.6,Unknown,Other,Unknown,August,2021,Sunday
487,2021-08-23,Expense,Entertainment,Play recently sure somebody.,1772.72,Unknown,Want,Unknown,August,2021,Monday
488,2021-08-24,Expense,Travel,Why station manager.,1035.61,Unknown,Need,Unknown,August,2021,Tuesday
489,2021-08-25,Expense,Others,Front official not.,514.09,Unknown,Other,Unknown,August,2021,Wednesday
490,2021-08-27,Expense,Entertainment,Thus several animal phone.,579.36,Unknown,Want,Unknown,August,2021,Friday
491,2021-08-29,Expense,Food,Buy tax.,1732.94,Unknown,Need,Unknown,August,2021,Sunday
492,2021-09-05,Expense,Bills,A when dark read.,1600.69,Unknown,Need,Unknown,September,2021,Sunday
493,2021-09-06,Expense,Shopping,City usually ever.,1489.18,Unknown,Want,Unknown,September,2021,Monday
494,2021-09-09,Expense,Shopping,Bar professor power.,684.68,Unknown,Want,Unknown,September,2021,Thursday
495,2021-09-09,Income,Income,Personal rise sense investment.,3509.0,Unknown,Income,Unknown,September,2021,Thursday
496,2021-09-09,Expense,Travel,Ability live.,1604.28,Unknown,Need,Unknown,September,2021,Thursday
497,2021-09-10,Expense,Bills,Difficult quite act receive stage.,866.91,Unknown,Need,Unknown,September,2021,Friday
498,2021-09-11,Expense,Bills,Local director become.,1095.49,Unknown,Need,Unknown,September,2021,Saturday
499,2021-09-11,Expense,Bills,Finish thing.,662.56,Unknown,Need,Unknown,September,2021,Saturday
500,2021-09-11,Expense,Others,Similar send card year.,1209.22,Unknown,Other,Unknown,September,2021,Saturday
501,2021-09-11,Expense,Others,Most across.,709.58,Unknown,Other,Unknown,September,2021,Saturday
502,2021-09-15,Income,Income,Goal defense security turn.,4063.0,Unknown,Income,Unknown,September,2021,Wednesday
504,2021-09-16,Expense,Food,Beautiful beyond sell.,159.33,Unknown,Need,Unknown,September,2021,Thursday
503,2021-09-16,Expense,Health,White fire cause everybody.,1031.04,Unknown,Need,Unknown,September,2021,Thursday
505,2021-09-17,Expense,Bills,Network outside parent.,1906.05,Unknown,Need,Unknown,September,2021,Friday
506,2021-09-17,Income,Income,Day parent country.,785.0,Unknown,Income,Unknown,September,2021,Friday
507,2021-09-19,Income,Investment,Position six soldier.,3500.0,Unknown,Income,Unknown,September,2021,Sunday
508,2021-09-19,Expense,Food,History drop point audience.,1214.14,Unknown,Need,Unknown,September,2021,Sunday
509,2021-09-19,Expense,Health,Value car team nothing.,750.31,Unknown,Need,Unknown,September,2021,Sunday
510,2021-09-19,Expense,Bills,Raise several west side admit.,1063.63,Unknown,Need,Unknown,September,2021,Sunday
511,2021-09-20,Expense,Travel,Energy always.,506.73,Unknown,Need,Unknown,September,2021,Monday
512,2021-09-21,Income,Investment,Media pick may indeed.,4588.0,Unknown,Income,Unknown,September,2021,Tuesday
513,2021-09-28,Expense,Bills,Policy mrs.,530.94,Unknown,Need,Unknown,September,2021,Tuesday
514,2021-10-01,Expense,Others,Base bad tv.,437.0,Unknown,Other,Unknown,October,2021,Friday
515,2021-10-07,Expense,Others,Force only shake power poor.,408.35,Unknown,Other,Unknown,October,2021,Thursday
516,2021-10-08,Income,Investment,Role suffer around beat.,4203.0,Unknown,Income,Unknown,October,2021,Friday
517,2021-10-13,Income,Income,Law participant.,1219.0,Unknown,Income,Unknown,October,2021,Wednesday
518,2021-10-13,Expense,Health,Budget remain reduce.,1339.0,Unknown,Need,Unknown,October,2021,Wednesday
519,2021-10-13,Expense,Travel,Well mission situation result.,1783.75,Unknown,Need,Unknown,October,2021,Wednesday
520,2021-10-16,Expense,Bills,Camera sit environmental though.,1589.46,Unknown,Need,Unknown,October,2021,Saturday
521,2021-10-20,Expense,Bills,Southern evening ask republican.,1970.41,Unknown,Need,Unknown,October,2021,Wednesday
522,2021-10-21,Expense,Entertainment,Baby lawyer growth matter note.,1582.84,Unknown,Want,Unknown,October,2021,Thursday
523,2021-10-22,Income,Income,Effort bill off.,4328.0,Unknown,Income,Unknown,October,2021,Friday
524,2021-10-24,Expense,Bills,Scientist able teach.,1227.78,Unknown,Need,Unknown,October,2021,Sunday
525,2021-10-24,Income,Income,Animal hair turn.,3761.0,Unknown,Income,Unknown,October,2021,Sunday
